0.000000	0.000000
0.013652	0.175880
0.027304	0.329279
0.040956	0.440589
0.054608	0.495584
0.068260	0.490726
0.081912	0.439006
0.095563	0.346447
0.109215	0.221659
0.122866	0.076251
0.136517	-0.076251
0.150168	-0.221659
0.163818	-0.346447
0.177468	-0.439006
0.191118	-0.490726
0.204768	-0.495584
0.218417	-0.440589
0.232065	-0.329279
0.245714	-0.175880
0.259362	0.000000
0.273009	0.000000
0.286656	0.000000
0.300302	0.000000
0.313948	0.000000
0.327593	0.000000
0.341237	0.000000
0.354881	0.000000
0.368525	0.000000
0.382167	0.000000
0.395809	0.000000
0.409450	0.000000
0.423091	0.000000
0.436730	0.000000
0.450369	0.000000
0.464007	0.000000
0.477644	0.000000
0.491281	0.000000
0.504916	0.000000
0.518550	0.000000
0.532184	0.000000
0.545816	0.000000
0.559448	0.000000
0.573078	0.000000
0.586707	0.000000
0.600336	0.000000
0.613963	0.000000
0.627589	0.000000
0.641214	0.000000
0.654837	0.000000
0.668460	0.000000
0.682081	0.000000
0.695701	0.000000
0.709320	0.000000
0.722937	0.000000
0.736553	0.000000
0.750168	0.000000
0.763781	0.000000
0.777393	0.000000
0.791004	0.000000
0.804613	0.000000
0.818220	0.000000
0.831826	0.000000
0.845431	0.000000
0.859034	0.000000
0.872635	0.000000
0.886235	0.000000
0.899833	0.000000
0.913429	0.000000
0.927024	0.000000
0.940617	0.000000
0.954208	0.000000
0.967797	0.000000
0.981385	0.000000
0.994971	0.000000
1.008555	0.000000
1.022137	0.000000
1.035718	0.000000
1.049296	0.000000
1.062872	0.000000
1.076447	0.000000
1.090019	0.000000
1.103590	0.000000
1.117158	0.000000
1.130725	0.000000
1.144289	0.000000
1.157851	0.000000
1.171411	0.000000
1.184969	0.000000
1.198525	0.000000
1.212078	0.000000
1.225629	0.000000
1.239178	0.000000
1.252725	0.000000
1.266269	0.000000
1.279811	0.000000
1.293351	0.000000
1.306888	0.000000
1.320422	0.000000
1.333955	0.000000
1.347485	0.000000
1.361012	0.000000
1.374537	0.000000
1.388059	0.000000
1.401579	0.000000
1.415096	0.000000
1.428611	0.000000
1.442122	0.000000
1.455632	0.000000
1.469138	0.000000
1.482642	0.000000
1.496143	0.000000
1.509641	0.000000
